Example1: Radio IDLE

[992, 997, 906, 992, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
[992, 997, 906, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
[992, 997, 907, 992, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1795, 1811]
[992, 997, 906, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1795, 1811]
[992, 997, 906, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1795, 1811]
[992, 997, 907, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1795, 1811]
[992, 997, 906, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1795, 1811]
[992, 997, 906, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1795, 1811]
[992, 997, 907, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1795, 1811]
[992, 997, 907, 992, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1795, 1811]
[992, 997, 907, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1795, 1811]
[992, 997, 907, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
[992, 997, 907, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
[992, 997, 906, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
[992, 997, 907, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
[992, 997, 906, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
[992, 997, 906, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
[992, 997, 907, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
[992, 997, 907, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
[992, 997, 907, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
[992, 997, 907, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
[992, 997, 907, 991, 191, 997, 1792, 191, 1073, 997, 997, 997, 0, 0, 1779, 1811]
